modelIdentifier,spinSpeedRated,type,onMarketStartDate,spinSpeedHalf,ratedCapacity,spinClass,maxTemperatureRated,maxTemperatureQuarter,dimensionDepth,guaranteeDuration,dimensionHeight,spinSpeedQuarter,energyEfficiencyIndex,noiseClass,powerOffMode,webLinkSupplier,programmeDurationHalf,programmeDurationQuarter,energyConsPerCycle,noise,waterCons,energyClass,programmeDurationRated,dimensionWidth,supplierOrTrademark,energyConsPer100Cycle,maxTemperatureHalf,powerDelayStart,rinsingEffectiveness
LTX7E272C 913123707,1151.0,FREE_STANDING,"[2017, 11, 27]",1151.0,7.0,B,46.0,36.0,60.0,24.0,90.0,1151.0,90.8,C,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/913123707,155.0,155.0,0.783,77.0,45.0,E,205.0,40.0,AEG,78.0,36.0,4.0,4.9
LTX7E272E 913123710,1151.0,FREE_STANDING,"[2017, 11, 27]",1151.0,7.0,B,46.0,36.0,60.0,12.0,90.0,1151.0,90.8,C,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/913123710,155.0,155.0,0.783,77.0,45.0,E,205.0,40.0,AEG,78.0,36.0,4.0,4.9
ES-HFA7123WD-CH,1120.0,FREE_STANDING,"[2017, 11, 22]",1120.0,7.0,B,44.0,20.0,53.0,24.0,85.0,1120.0,80.0,C,0.5,http://www.sharphomeappliances.com,162.0,160.0,0.6900000000000001,79.0,45.0,D,205.0,60.0,SHARP,69.0,29.0,4.0,5.0
L6FEG49SC 914915026,1351.0,FREE_STANDING,"[2017, 11, 20]",1351.0,9.0,B,38.0,29.0,66.0,24.0,85.0,1351.0,79.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914915026,165.0,165.0,0.759,75.0,49.0,D,220.0,60.0,AEG,76.0,39.0,4.0,4.9
LTX7E272P 913123708,1151.0,FREE_STANDING,"[2017, 11, 20]",1151.0,7.0,B,46.0,36.0,60.0,24.0,90.0,1151.0,90.8,C,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/913123708,155.0,155.0,0.783,77.0,45.0,E,205.0,40.0,AEG,78.0,36.0,4.0,4.9
LTX7E272G 913123709,1151.0,FREE_STANDING,"[2017, 11, 20]",1151.0,7.0,B,46.0,36.0,60.0,24.0,90.0,1151.0,90.8,C,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/913123709,155.0,155.0,0.783,77.0,45.0,E,205.0,40.0,AEG,78.0,36.0,4.0,4.9
L7FEE48WC 914550085,1351.0,FREE_STANDING,"[2017, 11, 19]",1351.0,8.0,B,44.0,26.0,60.0,24.0,85.0,1351.0,68.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914550085,165.0,165.0,0.625,75.0,47.0,C,210.0,60.0,AEG,63.0,39.0,4.0,4.9
L7TFI723E 913123718,1151.0,FREE_STANDING,"[2017, 11, 13]",1151.0,7.0,B,46.0,36.0,60.0,24.0,90.0,1151.0,90.8,C,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/913123718,155.0,155.0,0.783,77.0,45.0,E,205.0,40.0,AEG,78.0,36.0,4.0,4.9
L7TBE721 913123721,1151.0,FREE_STANDING,"[2017, 11, 13]",1151.0,7.0,B,46.0,36.0,60.0,24.0,90.0,1151.0,90.8,C,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/913123721,155.0,155.0,0.783,77.0,45.0,E,205.0,40.0,AEG,78.0,36.0,4.0,4.9
WP7Y3,800.0,FREE_STANDING,"[2017, 11, 10]",800.0,7.0,C,36.0,28.0,54.0,24.0,85.0,800.0,68.8,A,0.47,https://www.gorenjegroup.com,150.0,150.0,0.59,72.0,39.0,C,200.0,60.0,Gorenje,59.0,33.0,0.0,3.2
L6FB65680 914913058,1551.0,FREE_STANDING,"[2017, 10, 30]",1551.0,8.0,B,44.0,24.0,60.0,24.0,85.0,1551.0,68.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914913058,160.0,160.0,0.625,75.0,47.0,C,210.0,60.0,AEG,63.0,36.0,4.0,4.9
EWF8000W2 914917230,1351.0,FREE_STANDING,"[2017, 10, 30]",1351.0,8.0,B,43.0,24.0,60.0,24.0,85.0,1351.0,68.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914917230,160.0,160.0,0.625,74.0,47.0,C,210.0,60.0,Electrolux,63.0,38.0,4.0,4.9
L6FER844G 914913056,1351.0,FREE_STANDING,"[2017, 10, 30]",1351.0,8.0,B,43.0,27.0,60.0,24.0,85.0,1351.0,79.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914913056,160.0,160.0,0.725,74.0,47.0,D,210.0,60.0,AEG,73.0,38.0,4.0,4.9
L7TB73E 913123715,1251.0,FREE_STANDING,"[2017, 10, 30]",1251.0,7.0,B,46.0,36.0,60.0,24.0,90.0,1251.0,90.8,C,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/913123715,155.0,155.0,0.783,78.0,45.0,E,205.0,40.0,AEG,78.0,36.0,4.0,4.9
LTX7E372C 913123713,1251.0,FREE_STANDING,"[2017, 10, 30]",1251.0,7.0,B,46.0,36.0,60.0,24.0,90.0,1251.0,90.8,C,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/913123713,155.0,155.0,0.783,78.0,45.0,E,205.0,40.0,AEG,78.0,36.0,4.0,4.9
L8FBE842 914550828,1351.0,FREE_STANDING,"[2017, 10, 29]",1351.0,8.0,B,38.0,23.0,60.0,24.0,85.0,1351.0,59.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914550828,160.0,160.0,0.544,75.0,47.0,B,210.0,60.0,AEG,54.0,35.0,4.0,4.9
WS846LN,1400.0,FREE_STANDING,"[2017, 10, 19]",1400.0,8.0,B,31.0,33.0,61.0,24.0,85.0,1400.0,51.8,B,0.3,https://www.gorenjegroup.com,150.0,150.0,0.47,76.0,42.0,A,200.0,60.0,Gorenje,47.0,33.0,3.5,2.1
WA824,1200.0,FREE_STANDING,"[2017, 10, 19]",1200.0,8.0,C,37.0,24.0,55.0,24.0,85.0,1200.0,59.2,B,0.3,https://www.gorenjegroup.com,150.0,150.0,0.54,74.0,47.0,B,200.0,60.0,Gorenje,54.0,25.0,2.88,4.0
WS947LN,1400.0,FREE_STANDING,"[2017, 10, 19]",1400.0,9.0,B,33.0,28.0,61.0,24.0,85.0,1400.0,52.1,B,0.3,https://www.gorenjegroup.com,150.0,150.0,0.49,76.0,43.0,B,200.0,60.0,Gorenje,50.0,29.0,3.5,2.6
WA74S3,1400.0,FREE_STANDING,"[2017, 10, 19]",1400.0,7.0,B,40.0,23.0,47.0,24.0,85.0,1400.0,57.0,B,0.3,https://www.gorenjegroup.com,150.0,150.0,0.49,76.0,44.0,B,190.0,60.0,Gorenje,49.0,29.0,2.88,4.0
WA946,1400.0,FREE_STANDING,"[2017, 10, 19]",1400.0,9.0,B,33.0,28.0,61.0,24.0,85.0,1400.0,52.1,B,0.3,https://www.gorenjegroup.com,150.0,150.0,0.49,76.0,43.0,B,200.0,60.0,Gorenje,50.0,29.0,2.88,2.6
WA926,1200.0,FREE_STANDING,"[2017, 10, 19]",1200.0,9.0,C,31.0,33.0,61.0,24.0,85.0,1200.0,52.1,B,0.3,https://www.gorenjegroup.com,150.0,150.0,0.54,74.0,43.0,B,200.0,60.0,GORENJE,54.0,33.0,2.88,2.6
WE743,1400.0,FREE_STANDING,"[2017, 10, 19]",1400.0,7.0,B,36.0,28.0,54.0,24.0,85.0,1400.0,68.8,D,0.47,https://www.gorenjegroup.com,150.0,150.0,0.59,81.0,39.0,C,200.0,60.0,Gorenje,59.0,33.0,2.01,3.2
WE703,1000.0,FREE_STANDING,"[2017, 10, 19]",1000.0,7.0,C,36.0,28.0,54.0,24.0,85.0,1000.0,68.8,B,0.47,https://www.gorenjegroup.com,150.0,150.0,0.59,75.0,39.0,C,200.0,60.0,Gorenje,59.0,33.0,2.01,3.2
WE723,1200.0,FREE_STANDING,"[2017, 10, 19]",1200.0,7.0,C,36.0,28.0,54.0,24.0,85.0,1200.0,68.8,C,0.47,https://www.gorenjegroup.com,150.0,150.0,0.59,77.0,39.0,C,200.0,60.0,Gorenje,59.0,33.0,2.01,3.2
WE823,1200.0,FREE_STANDING,"[2017, 10, 19]",1200.0,8.0,C,44.0,30.0,54.0,24.0,85.0,1200.0,79.5,C,0.47,https://www.gorenjegroup.com,150.0,150.0,0.72,77.0,41.0,D,210.0,60.0,Gorenje,72.0,36.0,2.01,3.5
L7TBE722 913123714,1151.0,FREE_STANDING,"[2017, 10, 16]",1151.0,7.0,B,46.0,36.0,60.0,24.0,90.0,1151.0,90.8,C,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/913123714,155.0,155.0,0.783,77.0,45.0,E,205.0,40.0,AEG,78.0,36.0,4.0,4.9
L7TB27TL 913123606,1151.0,FREE_STANDING,"[2017, 10, 16]",1151.0,7.0,B,46.0,36.0,60.0,24.0,90.0,1151.0,90.8,C,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/913123606,155.0,155.0,0.783,77.0,45.0,E,205.0,40.0,AEG,78.0,36.0,4.0,4.9
EW7F348SP 914555002,1351.0,FREE_STANDING,"[2017, 10, 15]",1351.0,8.0,B,44.0,26.0,60.0,24.0,85.0,1351.0,68.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914555002,165.0,165.0,0.625,75.0,47.0,C,210.0,60.0,Electrolux,63.0,39.0,4.0,4.9
L6FB7499M 914913054,1351.0,FREE_STANDING,"[2017, 10, 9]",1351.0,7.0,B,42.0,24.0,60.0,24.0,85.0,1351.0,68.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914913054,150.0,150.0,0.593,74.0,45.0,C,200.0,60.0,AEG,59.0,36.0,4.0,4.9
L7TS74379 913123704,1251.0,FREE_STANDING,"[2017, 10, 9]",1251.0,7.0,B,46.0,36.0,60.0,24.0,90.0,1251.0,90.8,C,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/913123704,155.0,155.0,0.783,78.0,45.0,E,205.0,40.0,AEG,78.0,36.0,4.0,4.9
EW7F348SC 914555001,1351.0,FREE_STANDING,"[2017, 10, 8]",1351.0,8.0,B,44.0,26.0,60.0,24.0,85.0,1351.0,68.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914555001,165.0,165.0,0.625,75.0,47.0,C,210.0,60.0,Electrolux,63.0,39.0,4.0,4.9
L6FSI844 914913470,1151.0,FREE_STANDING,"[2017, 10, 2]",1351.0,8.0,B,43.0,27.0,60.0,24.0,85.0,1351.0,79.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914913470,160.0,160.0,0.725,74.0,47.0,D,210.0,60.0,AEG,73.0,38.0,4.0,4.9
L7TE74275 913123702,1151.0,FREE_STANDING,"[2017, 10, 2]",1151.0,7.0,B,46.0,36.0,60.0,24.0,90.0,1151.0,90.8,C,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/913123702,155.0,155.0,0.783,77.0,45.0,E,205.0,40.0,AEG,78.0,36.0,4.0,4.9
L7TB64270 913123604,1151.0,FREE_STANDING,"[2017, 10, 2]",1151.0,7.0,B,46.0,36.0,60.0,24.0,90.0,1151.0,90.8,C,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/913123604,155.0,155.0,0.783,77.0,45.0,E,205.0,40.0,AEG,78.0,36.0,4.0,4.9
EW6F38EX 914917236,1351.0,FREE_STANDING,"[2017, 9, 25]",1351.0,8.0,B,43.0,27.0,58.0,24.0,85.0,1351.0,79.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914917236,160.0,160.0,0.725,74.0,47.0,D,210.0,60.0,Electrolux,73.0,38.0,4.0,4.9
EW6F38KT 914917237,1351.0,FREE_STANDING,"[2017, 9, 25]",1351.0,8.0,B,43.0,27.0,58.0,24.0,85.0,1351.0,79.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914917237,160.0,160.0,0.725,74.0,47.0,D,210.0,60.0,Electrolux,73.0,38.0,4.0,4.9
EW6F5248G3 914917446,1351.0,FREE_STANDING,"[2017, 9, 18]",1351.0,8.0,B,43.0,27.0,60.0,24.0,85.0,1351.0,79.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914917446,160.0,160.0,0.725,74.0,47.0,D,210.0,60.0,Electrolux,73.0,38.0,4.0,4.9
EW6F38EU 914917233,1351.0,FREE_STANDING,"[2017, 9, 18]",1351.0,8.0,B,43.0,27.0,58.0,24.0,85.0,1351.0,79.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914917233,160.0,160.0,0.725,74.0,47.0,D,210.0,60.0,Electrolux,73.0,38.0,4.0,4.9
EW6F38UN 914917234,1351.0,FREE_STANDING,"[2017, 9, 18]",1351.0,8.0,B,43.0,27.0,58.0,24.0,85.0,1351.0,79.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914917234,160.0,160.0,0.725,74.0,47.0,D,210.0,60.0,Electrolux,73.0,38.0,4.0,4.9
EW6F38MW 914917235,1351.0,FREE_STANDING,"[2017, 9, 18]",1351.0,8.0,B,43.0,27.0,58.0,24.0,85.0,1351.0,79.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914917235,160.0,160.0,0.725,74.0,47.0,D,210.0,60.0,Electrolux,73.0,38.0,4.0,4.9
EW6F6248G5 914917238,1351.0,FREE_STANDING,"[2017, 9, 18]",1351.0,8.0,B,43.0,27.0,60.0,24.0,85.0,1351.0,79.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914917238,160.0,160.0,0.725,74.0,47.0,D,210.0,60.0,Electrolux,73.0,38.0,4.0,4.9
EW6F314S 914916212,1351.0,FREE_STANDING,"[2017, 9, 11]",1351.0,10.0,B,41.0,29.0,66.0,24.0,85.0,1351.0,79.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914916212,170.0,170.0,0.788,76.0,52.0,D,230.0,60.0,Electrolux,79.0,36.0,4.0,4.9
EW6F3910RA 914916214,1351.0,FREE_STANDING,"[2017, 9, 11]",1351.0,9.0,B,38.0,29.0,66.0,0.0,85.0,1351.0,79.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914916214,165.0,165.0,0.759,76.0,49.0,D,220.0,60.0,Electrolux,76.0,39.0,4.0,4.9
EW6F394S 914916213,1351.0,FREE_STANDING,"[2017, 9, 11]",1351.0,9.0,B,38.0,29.0,66.0,24.0,85.0,1351.0,79.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914916213,165.0,165.0,0.759,76.0,49.0,D,220.0,60.0,Electrolux,76.0,39.0,4.0,4.9
EW6F328WC 914917219,1151.0,FREE_STANDING,"[2017, 9, 4]",1151.0,8.0,B,43.0,27.0,58.0,24.0,85.0,1151.0,79.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914917219,160.0,160.0,0.725,73.0,47.0,D,210.0,60.0,Electrolux,73.0,38.0,4.0,4.9
EW6F341S 914916207,1351.0,FREE_STANDING,"[2017, 9, 4]",1351.0,10.0,B,41.0,29.0,66.0,12.0,85.0,1351.0,79.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914916207,170.0,170.0,0.788,76.0,52.0,D,230.0,60.0,Electrolux,79.0,36.0,4.0,4.9
EW6F349S 914916206,1351.0,FREE_STANDING,"[2017, 9, 4]",1351.0,9.0,B,38.0,29.0,66.0,12.0,85.0,1351.0,79.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914916206,165.0,165.0,0.759,76.0,49.0,D,220.0,60.0,Electrolux,76.0,39.0,4.0,4.9
EW6F382W 914917211,1151.0,FREE_STANDING,"[2017, 9, 4]",1151.0,8.0,B,43.0,27.0,58.0,24.0,85.0,1151.0,79.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914917211,160.0,160.0,0.725,73.0,47.0,D,210.0,60.0,Electrolux,73.0,38.0,4.0,4.9
EW6F328WP 914917209,1151.0,FREE_STANDING,"[2017, 8, 28]",1151.0,8.0,B,43.0,27.0,58.0,24.0,85.0,1151.0,79.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914917209,160.0,160.0,0.725,73.0,47.0,D,210.0,60.0,Electrolux,73.0,38.0,4.0,4.9
EW6F328W 914917220,1151.0,FREE_STANDING,"[2017, 8, 28]",1151.0,8.0,B,43.0,27.0,58.0,12.0,85.0,1151.0,79.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914917220,160.0,160.0,0.725,73.0,47.0,D,210.0,60.0,Electrolux,73.0,38.0,4.0,4.9
L6FB648G 914913050,1351.0,FREE_STANDING,"[2017, 8, 21]",1351.0,8.0,B,44.0,24.0,58.0,24.0,85.0,1351.0,68.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914913050,160.0,160.0,0.625,74.0,47.0,C,210.0,60.0,AEG,63.0,36.0,4.0,4.9
EW6F492Y 914916405,1151.0,FREE_STANDING,"[2017, 8, 14]",1151.0,9.0,B,38.0,29.0,66.0,24.0,85.0,1151.0,79.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914916405,165.0,165.0,0.759,75.0,49.0,D,220.0,60.0,Electrolux,76.0,39.0,4.0,4.9
L8FSB960C 914550660,1551.0,FREE_STANDING,"[2017, 8, 13]",1551.0,9.0,B,39.0,23.0,66.0,24.0,85.0,1551.0,59.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914550660,165.0,165.0,0.5690000000000001,75.0,49.0,B,220.0,60.0,AEG,57.0,33.0,4.0,4.9
L7FSB840E 914550084,1351.0,FREE_STANDING,"[2017, 8, 13]",1351.0,8.0,B,44.0,26.0,60.0,24.0,85.0,1351.0,68.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914550084,165.0,165.0,0.625,75.0,47.0,C,210.0,60.0,AEG,63.0,39.0,4.0,4.9
EW6F4923EB 914916407,1151.0,FREE_STANDING,"[2017, 8, 7]",1151.0,9.0,B,38.0,29.0,66.0,24.0,85.0,1151.0,79.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914916407,165.0,165.0,0.759,75.0,49.0,D,220.0,60.0,Electrolux,76.0,39.0,4.0,4.9
LK71000,1000.0,FREE_STANDING,"[2017, 8, 7]",1000.0,7.0,C,44.0,20.0,53.0,24.0,85.0,1000.0,80.0,B,0.5,https://www.eurekaelectrodomes,162.0,160.0,0.6900000000000001,76.0,45.0,D,205.0,60.0,KONEN,69.0,29.0,4.0,5.0
EW6F4823BB 914917415,1151.0,FREE_STANDING,"[2017, 8, 7]",1151.0,8.0,B,43.0,27.0,58.0,24.0,85.0,1151.0,79.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914917415,160.0,160.0,0.725,73.0,47.0,D,210.0,60.0,Electrolux,73.0,38.0,4.0,4.9
EW6F4123EB 914916406,1151.0,FREE_STANDING,"[2017, 8, 7]",1151.0,10.0,B,41.0,29.0,66.0,24.0,85.0,1151.0,79.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914916406,170.0,170.0,0.788,75.0,52.0,D,230.0,60.0,Electrolux,79.0,36.0,4.0,4.9
EW6F482B 914917410,1151.0,FREE_STANDING,"[2017, 7, 31]",1151.0,8.0,B,43.0,27.0,58.0,24.0,85.0,1151.0,79.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914917410,160.0,160.0,0.725,73.0,47.0,D,210.0,60.0,Electrolux,73.0,38.0,4.0,4.9
EW6F482Y 914917412,1151.0,FREE_STANDING,"[2017, 7, 31]",1151.0,8.0,B,43.0,27.0,58.0,24.0,85.0,1151.0,79.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914917412,160.0,160.0,0.725,73.0,47.0,D,210.0,60.0,Electrolux,73.0,38.0,4.0,4.9
EW6F429BP 914916403,1151.0,FREE_STANDING,"[2017, 7, 31]",1151.0,9.0,B,38.0,29.0,66.0,24.0,85.0,1151.0,79.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914916403,165.0,165.0,0.759,75.0,49.0,D,220.0,60.0,Electrolux,76.0,39.0,4.0,4.9
EW6F492B 914916418,1151.0,FREE_STANDING,"[2017, 7, 31]",1151.0,9.0,B,38.0,29.0,66.0,24.0,85.0,1151.0,79.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914916418,165.0,165.0,0.759,75.0,49.0,D,220.0,60.0,Electrolux,76.0,39.0,4.0,4.9
EW6F412B 914916417,1151.0,FREE_STANDING,"[2017, 7, 31]",1151.0,10.0,B,41.0,29.0,66.0,24.0,85.0,1151.0,79.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914916417,170.0,170.0,0.788,75.0,52.0,D,230.0,60.0,Electrolux,79.0,36.0,4.0,4.9
EW6F448BUP 914917427,1351.0,FREE_STANDING,"[2017, 7, 31]",1351.0,8.0,B,45.0,28.0,58.0,24.0,85.0,1351.0,90.8,C,0.48,https://support.electroluxgroup.eu/external/PISlink/Products/914917427,160.0,160.0,0.8250000000000001,78.0,47.0,E,210.0,60.0,Electrolux,83.0,42.0,4.0,4.9
L6FB62482 914913465,1351.0,FREE_STANDING,"[2017, 7, 24]",1351.0,8.0,B,43.0,27.0,58.0,24.0,85.0,1351.0,79.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914913465,160.0,160.0,0.725,74.0,47.0,D,210.0,60.0,AEG,73.0,38.0,4.0,4.9
EW6F429BC 914916409,1151.0,FREE_STANDING,"[2017, 7, 24]",1151.0,9.0,B,38.0,29.0,66.0,24.0,85.0,1151.0,79.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914916409,165.0,165.0,0.759,75.0,49.0,D,220.0,60.0,Electrolux,76.0,39.0,4.0,4.9
EW6F428B 914917433,1151.0,FREE_STANDING,"[2017, 7, 24]",1151.0,8.0,B,43.0,27.0,58.0,24.0,85.0,1151.0,79.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914917433,160.0,160.0,0.725,73.0,47.0,D,210.0,60.0,Electrolux,73.0,38.0,4.0,4.9
EW6F4810RA 914917442,1351.0,FREE_STANDING,"[2017, 7, 24]",1351.0,8.0,B,45.0,28.0,58.0,0.0,85.0,1351.0,90.8,C,0.48,https://support.electroluxgroup.eu/external/PISlink/Products/914917442,160.0,160.0,0.8250000000000001,78.0,47.0,E,210.0,60.0,Electrolux,83.0,42.0,4.0,4.9
EW6F428BC 914917432,1151.0,FREE_STANDING,"[2017, 7, 17]",1151.0,8.0,B,43.0,27.0,58.0,24.0,85.0,1151.0,79.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914917432,160.0,160.0,0.725,73.0,47.0,D,210.0,60.0,Electrolux,73.0,38.0,4.0,4.9
EW6F428W 914917431,1151.0,FREE_STANDING,"[2017, 7, 17]",1151.0,8.0,B,43.0,27.0,58.0,12.0,85.0,1151.0,79.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914917431,160.0,160.0,0.725,73.0,47.0,D,210.0,60.0,Electrolux,73.0,38.0,4.0,4.9
EW6F428WP 914917430,1151.0,FREE_STANDING,"[2017, 7, 10]",1151.0,8.0,B,43.0,27.0,58.0,24.0,85.0,1151.0,79.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914917430,160.0,160.0,0.725,73.0,47.0,D,210.0,60.0,Electrolux,73.0,38.0,4.0,4.9
EW6F428BP 914917443,1151.0,FREE_STANDING,"[2017, 7, 10]",1151.0,8.0,B,43.0,27.0,58.0,24.0,85.0,1151.0,79.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914917443,160.0,160.0,0.725,73.0,47.0,D,210.0,60.0,Electrolux,73.0,38.0,4.0,4.9
EW6F428WU 914917424,1151.0,FREE_STANDING,"[2017, 7, 10]",1151.0,8.0,B,45.0,28.0,58.0,12.0,85.0,1151.0,90.8,C,0.48,https://support.electroluxgroup.eu/external/PISlink/Products/914917424,160.0,160.0,0.8250000000000001,79.0,47.0,E,210.0,60.0,Electrolux,83.0,42.0,4.0,4.9
EW6F448BU 914917428,1351.0,FREE_STANDING,"[2017, 7, 10]",1351.0,8.0,B,45.0,28.0,58.0,12.0,85.0,1351.0,90.8,C,0.48,https://support.electroluxgroup.eu/external/PISlink/Products/914917428,160.0,160.0,0.8250000000000001,78.0,47.0,E,210.0,60.0,Electrolux,83.0,42.0,4.0,4.9
EW6F428WUP 914917441,1151.0,FREE_STANDING,"[2017, 7, 10]",1151.0,8.0,B,45.0,28.0,58.0,24.0,85.0,1151.0,90.8,C,0.48,https://support.electroluxgroup.eu/external/PISlink/Products/914917441,160.0,160.0,0.8250000000000001,79.0,47.0,E,210.0,60.0,Electrolux,83.0,42.0,4.0,4.9
EW6F428WUC 914917423,1151.0,FREE_STANDING,"[2017, 7, 10]",1151.0,8.0,B,45.0,28.0,58.0,24.0,85.0,1151.0,90.8,C,0.48,https://support.electroluxgroup.eu/external/PISlink/Products/914917423,160.0,160.0,0.8250000000000001,79.0,47.0,E,210.0,60.0,Electrolux,83.0,42.0,4.0,4.9
EW6F448BUC 914917426,1151.0,FREE_STANDING,"[2017, 7, 10]",1351.0,8.0,B,45.0,28.0,58.0,24.0,85.0,1351.0,90.8,C,0.48,https://support.electroluxgroup.eu/external/PISlink/Products/914917426,160.0,160.0,0.8250000000000001,78.0,47.0,E,210.0,60.0,Electrolux,83.0,42.0,4.0,4.9
L6FBG49WC 914915024,1351.0,FREE_STANDING,"[2017, 7, 3]",1351.0,9.0,B,37.0,28.0,66.0,24.0,85.0,1351.0,68.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914915024,165.0,165.0,0.654,75.0,49.0,C,220.0,60.0,AEG,65.0,38.0,4.0,4.9
L6FBG48SC 914913047,1351.0,FREE_STANDING,"[2017, 6, 26]",1351.0,8.0,B,44.0,24.0,60.0,24.0,85.0,1351.0,68.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914913047,160.0,160.0,0.625,74.0,47.0,C,210.0,60.0,AEG,63.0,36.0,4.0,4.9
L6FBA68 914913041,1551.0,FREE_STANDING,"[2017, 6, 26]",1551.0,8.0,B,44.0,24.0,60.0,24.0,85.0,1551.0,68.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914913041,160.0,160.0,0.625,75.0,47.0,C,210.0,60.0,AEG,63.0,36.0,4.0,4.9
L6FBG68SC 914913049,1551.0,FREE_STANDING,"[2017, 6, 26]",1551.0,8.0,B,44.0,24.0,60.0,24.0,85.0,1551.0,68.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914913049,160.0,160.0,0.625,75.0,47.0,C,210.0,60.0,AEG,63.0,36.0,4.0,4.9
L6FBG48SP 914913048,1351.0,FREE_STANDING,"[2017, 6, 26]",1351.0,8.0,B,44.0,24.0,60.0,24.0,85.0,1351.0,68.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914913048,160.0,160.0,0.625,74.0,47.0,C,210.0,60.0,AEG,63.0,36.0,4.0,4.9
L6FBA48 914913040,1351.0,FREE_STANDING,"[2017, 6, 19]",1351.0,8.0,B,44.0,24.0,60.0,24.0,85.0,1351.0,68.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914913040,160.0,160.0,0.625,74.0,47.0,C,210.0,60.0,AEG,63.0,36.0,4.0,4.9
L6FBG41S 914915022,1351.0,FREE_STANDING,"[2017, 6, 19]",1351.0,10.0,B,39.0,29.0,66.0,24.0,85.0,1351.0,68.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914915022,170.0,170.0,0.68,75.0,52.0,C,230.0,60.0,AEG,68.0,36.0,4.0,4.9
